P/E,88.4,180,319.67,85.59,-15.98,33.54,31.46,23.72,23.78,50.29,46.8,61.73,46.03
Market cap,4.38,11.09,21.64,18.63,25.38,25.57,27.82,29.57,32.94,69.22,89.51,94.2,93.85
ROIC,0.45,0.41,0.51,10.83,0.46,0.91,0.42,0.9,-12.68,-77.8,4.31,0.55,0.86
Price,6.63,16.2,28.77,23.11,27.64,27.84,29.57,33.8,39.24,84.48,111.86,119.76,121.06
Outcome short,,1.44,0.78,-0.2,0.2,0.01,0.06,0.14,0.16,1.15,0.32,0.07,0.01
Outcome long,,,3.34,0.43,-0.04,0.2,0.07,0.21,0.33,1.5,1.85,0.42,0.08
,,,,,,,,,,,,,
Overvaluation (FCF),159%,218%,224%,368%,269%,458%,341%,294%,265%,410%,,,
Overvaluation (Earnings),171%,281%,231%,239%,131%,235%,207%,225%,274%,342%,330%,270%,194%
FCF/PRICE,29.96,22.7,27.43,20.43,35.51,17.38,12.91,14.32,14.97,11.49,9.81,12.93,16.4
P/E,30.93,41.67,33.97,36.81,17.01,35.66,34.09,34.81,34.3,49.33,43.11,39.07,26.86
Market cap,1.95,3.6,3.57,4.52,3.11,6.79,7.92,10.39,13.34,19.16,22.08,20.58,17.14
ROIC,1.14,1.39,0.99,0.67,0.46,1.43,1.55,1.31,1.85,1.08,2.3,0.47,0.44
Price,6.65,11.46,11.38,14.1,9.61,20.61,23.69,30.63,38.76,55.74,64.66,60.17,50.49
Outcome short,,0.72,-0.01,0.24,-0.32,1.14,0.15,0.29,0.27,0.44,0.16,-0.07,-0.16
Outcome long,,,0.71,0.23,-0.16,0.46,1.47,0.49,0.64,0.82,0.67,0.08,-0.22
,,,,,,,,,,,,,
Overvaluation (FCF),,36%,73%,208%,80%,123%,143%,107%,116%,116%,134%,141%,
Overvaluation (Earnings),,,,209%,83%,109%,170%,132%,130%,120%,121%,89%,86%
FCF/PRICE,,111.84,68.89,28.59,83.22,26.42,35.02,35.56,23.39,17.77,17.97,29.77,33.84
P/E, -   ,-21.48,42.75,16.75,4.05,12.24,25.31,6.6,7.11,9.42,10.06,13.79,95.17
Market cap,0,0.84,1.42,6.19,2.79,4.41,9.63,9.49,12.79,13.02,13.17,9.51,6.66
ROIC,-0.54,-0.61,-5.71,-5.38,3.68,2.5,0.31,0.57,-66.67,3.08,1.57,-0.34,-0.71
Price,0,3.05,5.13,22.01,9.83,18.16,27.03,29,40.63,46.61,54.51,40.81,28.55
Outcome short,,,0.68,3.29,-0.55,0.85,0.49,0.07,0.4,0.15,0.17,-0.25,-0.3
Outcome long,,,,6.22,0.92,-0.17,1.75,0.6,0.5,0.61,0.34,-0.12,-0.48
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,,,,69%,73%,105%
Overvaluation (Earnings),,,,,,,,,,,115%,107%,122%
FCF/PRICE,,,,,,,,,,, -   , -   , -   
P/E,,,,,,,,, -   , -   ,16.04,16.9,17.64
Market cap,,,,,,,,0,0,0,13.57,13.82,16.62
ROIC,,,,,,,,,,0.05,0.81,0.27,0.24
Price,-,-,-,-,-,-,-,0,0,0,24.86,26.19,32.46
Outcome short,,,,,,,,,,,,0.05,0.24
Outcome long,,,,,,,,,,,,,0.31
,,,,,,,,,,,,,
Overvaluation (FCF),133%,113%,131%,144%,127%,120%,111%,126%,125%,139%,141%,134%,124%
Overvaluation (Earnings),136%,111%,120%,128%,116%,109%,109%,127%,129%,137%,149%,145%,141%
FCF/PRICE,42.51,49.6,41.69,33.86,27.59,37.53,25.9,16.77,27.08,19.65,22.97,20.56,17.44
P/E,24.74,18.03,20.58,21.98,20.19,17.71,18.46,21.58,21.87,23.76,26.19,27.65,26.05
Market cap,2.13,2.13,2.79,3.59,3.93,4.26,4.92,6.51,7.44,9.21,10.51,11.03,11.65
ROIC,0.5,0.66,1.12,1.23,1.32,2.52,9.37,2.62,1.63,1.98,57.51,-25.2,7.84
Price,8.41,8.26,10.66,13.52,14.03,15.11,17.26,22.88,26.79,33.14,39.41,42.44,45.06
Outcome short,,-0.02,0.29,0.27,0.04,0.08,0.14,0.33,0.17,0.24,0.19,0.08,0.06
Outcome long,,,0.27,0.64,0.32,0.12,0.23,0.51,0.55,0.45,0.47,0.28,0.14
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,,,,,,
Overvaluation (Earnings),187%,251%,155%,160%,60%,119%,112%,85%,66%,138%,115%,28%,36%
FCF/PRICE,61.75,65.45,68.78,74.46,236.82,109.8,183.19,335.96,398.6,214.84,289.01,818.89,547.19
P/E,10.2,11.96,6.32,14.15,16.44,-2.56,9.76,9.09,-10.77,35.16,10.47,-0.2,-0.75
Market cap,4.21,11.11,12.57,18.95,9.19,15.88,16.03,13.9,10.44,17.05,12.98,2.99,5.85
ROIC,-0.69,-0.73,-0.67,-0.94,-2.19,19.33,-53.76,-2.69,-11.67,-22.81,4.15,0.33,0.29
Price,15.61,30.01,27.48,37.08,15.29,24.48,24.51,21.08,15.72,25.67,19.57,4.5,6.59
Outcome short,,0.92,-0.08,0.35,-0.59,0.6,0,-0.14,-0.25,0.63,-0.24,-0.77,0.46
Outcome long,,,0.76,0.24,-0.44,-0.34,0.6,-0.14,-0.36,0.22,0.24,-0.82,-0.66
,,,,,,,,,,,,,
Overvaluation (FCF),338%,347%,220%,219%,142%,136%,172%,147%,119%,113%,129%,93%,102%
Overvaluation (Earnings),186%,191%,159%,162%,,,,,135%,105%,118%,99%,109%
FCF/PRICE,16.31,16.54,16.8,14,12.68,12.46,9.62,12.56,19.49,21.76,21.04,23.36,24.22
P/E,35.14,31.92,26.73,29.1,26.46,27.57,34.42,26.63,17.23,22.02,24.55,17.67,20.58
Market cap,4.73,6.41,7.06,9.24,9.31,9.81,13.32,11.4,10.2,8.76,10.97,8.9,10.52
ROIC,3.87,2.88,4.72,4.52,6.62,8.71,5.51,6.03,2.02,2.25,8.09,7.41,13.09
Price,27.76,37.03,40.89,54.12,55.03,58.73,80.19,69.78,63.22,58.35,74.89,62.02,74.3
Outcome short,,0.33,0.1,0.32,0.02,0.07,0.37,-0.13,-0.09,-0.08,0.28,-0.17,0.2
Outcome long,,,0.47,0.46,0.35,0.09,0.46,0.19,-0.21,-0.16,0.18,0.06,-0.01
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,100%,111%,197%,397%,622%,573%,850%
Overvaluation (Earnings),,,,,,,,,,,,,100%
FCF/PRICE,,,,,,,24.36,18.37,14.52,9.7,8.87,9.74,31.39
P/E, -   , -   , -   , -   , -   , -   ,-18.64,-16.8,-25,-82.88,-98.02,-75.36,21.53
Market cap,0,0,0,0,0,0,4.47,5.73,7.71,14.52,18.66,20.59,68.43
ROIC,0.8,0.43,0.31,1.02,1.29,1.11,-0.74,0.12,-4.69,0.76,0.09,0.05,-0.23
Price,0,0,0,0,0,0,43.07,62.97,84.32,151.25,184.27,202.5,275.5
Outcome short,,,,,,,,0.46,0.34,0.79,0.22,0.1,0.36
Outcome long,,,,,,,,,0.96,1.4,1.19,0.34,0.5
,,,,,,,,,,,,,
Overvaluation (FCF),63%,84%,126%,160%,45%,91%,85%,105%,100%,199%,177%,230%,141%
Overvaluation (Earnings),91%,104%,103%,119%,43%,81%,92%,94%,112%,157%,151%,177%,146%
FCF/PRICE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E,7.82,8.92,12.79,13.88,16.05,7.46,7.88,9.15,9.53,16.89,13.14,18.2,18.82
Market cap,10.78,13.55,12.99,15.02,4.58,12.38,9.97,11.99,15.28,24.1,26.68,37.54,30.32
ROIC,-0.59,-0.09,-0.07,-0.46,-2.99,0.99,0.77,0.38,0.55,0.88,1.71,1.42,1.47
Price,27.19,37.23,43.86,53.73,16.85,35.27,36.66,42,53.46,87.48,102.91,146.33,138.67
Outcome short,,0.37,0.18,0.23,-0.69,1.09,0.04,0.15,0.27,0.64,0.18,0.42,-0.05
Outcome long,,,0.61,0.44,-0.62,-0.34,1.18,0.19,0.46,1.08,0.92,0.67,0.35
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,,,,,,
Overvaluation (Earnings),,,,,,,100%,80%,88%,87%,94%,109%,293%
FCF/PRICE,,,,,,, -   , -   , -   , -   , -   , -   , -   
P/E,,,,,,,7.22,19.41,7.71,10.85,58.75,-18.78,-26.98
Market cap,,,,,,,0.18,0.18,0.2,0.19,0.17,0.15,0.16
ROIC,,,,,,,,,0,0,0,0,0
Price,-,-,-,-,-,-,3.56,3.65,4.03,3.56,3.29,2.78,3.13
Outcome short,,,,,,,,0.03,0.1,-0.12,-0.08,-0.16,0.13
Outcome long,,,,,,,,,0.13,-0.02,-0.18,-0.22,-0.05
,,,,,,,,,,,,,
Overvaluation (FCF),89%,87%,90%,88%,74%,70%,99%,101%,122%,137%,108%,106%,119%
Overvaluation (Earnings),129%,109%,89%,71%,54%,63%,90%,111%,153%,189%,155%,153%,158%
FCF/PRICE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E,12.85,13.14,8.55,7.96,11.1,9.9,13.78,30.16,15.24,16.79,16.3,15.45,19.71
Market cap,7.39,7.77,7.84,6.56,4.72,4.25,5.13,4.93,6.38,10.37,8.48,9.7,11.78
ROIC,1.11,4.71,1.9,3.09,-0.43,-0.71,0.84,1.04,0.95,0.82,1.04,2.21,1.78
Price,42.15,44.68,45.31,39.54,29.07,26.24,31.69,30.46,39.16,52.37,51.83,59.17,76.68
Outcome short,,0.06,0.01,-0.13,-0.26,-0.1,0.21,-0.04,0.29,0.34,-0.01,0.14,0.3
Outcome long,,,0.07,-0.12,-0.36,-0.34,0.09,0.16,0.24,0.72,0.32,0.13,0.48
,,,,,,,,,,,,,
Overvaluation (FCF),104%,105%,123%,137%,114%,115%,99%,101%,110%,126%,131%,130%,124%
Overvaluation (Earnings),103%,105%,123%,131%,106%,110%,99%,103%,110%,132%,141%,154%,173%
FCF/PRICE,106.75,100,106.35,81.14,86.14,87.61,92.76,80.43,71.48,68.55,57.03,53.05,69.97
P/E,21.96,22.58,26.52,24.36,18.73,18.8,18.65,18.7,20.34,27.4,29.32,43.83,43.48
Market cap,27.13,28.32,33.45,39.74,34.59,40.6,39.78,44.35,48.91,59.99,62.74,59.47,59.13
ROIC,4.86,6.51,-9.36,3.97,3.55,14.34,14.48,6.46,4.2,23.96,-22.02,-7.41,-4.18
Price,25.58,27.43,32.62,38.98,34.27,41.08,40.19,46.2,52.27,65.21,69.19,66.62,66.53
Outcome short,,0.07,0.19,0.19,-0.12,0.2,-0.02,0.15,0.13,0.25,0.06,-0.04,0
Outcome long,,,0.28,0.42,0.05,0.05,0.17,0.12,0.3,0.41,0.32,0.02,-0.04
,,,,,,,,,,,,,
Overvaluation (FCF),112%,127%,123%,100%,98%,108%,112%,118%,131%,130%,129%,166%,137%
Overvaluation (Earnings),109%,102%,93%,88%,90%,102%,104%,107%,119%,128%,132%,171%,135%
FCF/PRICE,24.19,18.53,22.98,31.82,34.69,26.5,20.24,28.44,13.64,17.92,13.51,11.26,12.98
P/E,9.12,21.02,19.05,16.11,14.73,14.66,16.78,17.72,19.33,21.61,23.8,28.13,23.59
Market cap,8.45,9.22,8.59,7.21,7.77,8.63,8.84,9.39,10.84,11.77,13.38,17.9,15.09
ROIC,-36.66,-42.13,18.74,2.72,4.42,-143.08,15.35,-1.9,4.34,6.17,-3.91,7.4,12.28
Price,55.72,60.97,62.1,52.2,55.83,62.16,67.44,72.46,83.14,91.4,104.02,138.39,117.22
Outcome short,,0.09,0.02,-0.16,0.07,0.11,0.08,0.07,0.15,0.1,0.14,0.33,-0.15
Outcome long,,,0.11,-0.14,-0.1,0.19,0.21,0.17,0.23,0.26,0.25,0.51,0.13
,,,,,,,,,,,,,
Overvaluation (FCF),74%,86%,94%,87%,47%,95%,127%,83%,78%,136%,120%,119%,170%
Overvaluation (Earnings),106%,92%,89%,69%,39%,68%,205%,116%,135%,162%,142%,112%,164%
FCF/PRICE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E,14,11.11,10.69,9.83,15.51,-37.43,48,12.34,11.36,16.68,14.82,14.73,25.9
Market cap,10.4,9.25,9.25,6.55,2.99,4.47,7.46,5.09,5.71,8.67,8.39,7.35,8.97
ROIC,-2.18,6.91,0.39,0.25,0.24,-0.5,-0.14,1.07,0.16,0.35,0.33,0.32,0.37
Price,61.02,56.76,58.68,43.53,19.85,29.57,42.24,25.8,30.34,47.54,46.84,41.83,62.16
Outcome short,,-0.07,0.03,-0.26,-0.54,0.49,0.43,-0.39,0.18,0.57,-0.01,-0.11,0.49
Outcome long,,,-0.04,-0.23,-0.66,-0.32,1.13,-0.13,-0.28,0.84,0.54,-0.12,0.33
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,169%,141%,136%,117%,143%,159%,154%,135%,149%
Overvaluation (Earnings),146%,167%,266%,136%,117%,99%,108%,103%,132%,151%,136%,115%,124%
FCF/PRICE,389.14,377.55,254.82,435.49,529.56,429.95,374.78,558.46,447.38,363.9,300.12,322.13,260.82
P/E,76.52,92.41,35.72,22,19.63,13.38,17.03,15.81,16.39,20.3,18.13,17.42,20.28
Market cap,73.52,55.35,88.03,54.98,48.63,47.84,61,64.16,98.61,135.46,147.41,137.82,165.49
ROIC,18.11,7.3,0.9,0.62,3.13,30.15,10.12,0.48,0.7,-2.76,16.3,2.08,1.26
Price,22.19,17.28,28.22,18.26,16.88,16.86,21.97,23.71,37.36,51.97,58.01,56.43,69.16
Outcome short,,-0.22,0.63,-0.35,-0.08,0,0.3,0.08,0.58,0.39,0.12,-0.03,0.23
Outcome long,,,0.27,0.06,-0.4,-0.08,0.3,0.41,0.7,1.19,0.55,0.09,0.19
,,,,,,,,,,,,,
Overvaluation (FCF),351%,406%,416%,409%,106%,136%,116%,87%,84%,135%,149%,134%,157%
Overvaluation (Earnings),325%,393%,391%,393%,104%,157%,134%,87%,85%,134%,164%,142%,172%
FCF/PRICE,44.29,38.5,27.03,29.71,447.93,97.09,74.3,197.32,150.32,297.11,468.49,406.45,282.58
P/E,35.85,41.71,43.94,45.95,17.16,27.07,22.5,8.97,18.77,26.87,26.46,24.55,26.3
Market cap,7.8,12.7,17.76,36.55,13.94,22.34,21.51,16.11,16.81,26.19,29.74,30.53,38.29
ROIC,0.15,-0.26,-0.36,0.07,0.07,0.34,-0.87,-1.55,-1.02,-0.09,-0.03,0.12,0.1
Price,45.74,73.5,101.95,137.2,41.62,67.19,64.35,48.73,50.67,78.46,88.65,90.6,112.84
Outcome short,,0.61,0.39,0.35,-0.7,0.61,-0.04,-0.24,0.04,0.55,0.13,0.02,0.25
Outcome long,,,1.23,0.87,-0.59,-0.51,0.55,-0.27,-0.21,0.61,0.75,0.15,0.27
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,253%,370%,357%,251%,347%,360%,212%,209%
Overvaluation (Earnings),,,,,,159%,275%,320%,216%,306%,306%,179%,177%
FCF/PRICE,,,1.07,0.5,1.24,1.16,0.58,0.47,0.63,0.37,0.36,0.58,0.68
P/E, -   , -   ,44.53,69.05,26.26,22.32,37.71,49.96,34,50.89,48.44,31.78,168.15
Market cap,0,0,1.85,4.83,2,2.78,6.61,10.55,9.25,16.53,21.24,14.67,11.88
ROIC,-0.48,-0.44,-0.56,0.06,0.35,1.75,4.12,2.61,1.83,1.93,1.84,2.15,-8.44
Price,0,0,57,147.07,61.98,88.16,212.66,337.74,297.46,532.78,684.51,479.85,410.28
Outcome short,,,,1.58,-0.58,0.42,1.41,0.59,-0.12,0.79,0.28,-0.3,-0.14
Outcome long,,,,,0.09,-0.4,2.43,2.83,0.4,0.58,1.3,-0.1,-0.4
,,,,,,,,,,,,,
Overvaluation (FCF),163%,127%,130%,265%,105%,174%,365%,197%,228%,209%,174%,88%,127%
Overvaluation (Earnings),228%,136%,129%,194%,72%,115%,220%,129%,125%,139%,126%,74%,115%
FCF/PRICE,104.06,98.89,81.18,42.57,98.73,53.03,29.63,41.55,28.94,23.89,27.89,43.21,30.49
P/E,11.34,8.15,8.32,17.21,6.96,21.23,20.84,9.22,12.5,17.82,15.98,11.23,20.39
Market cap,3.85,4.17,6.16,12.88,5.38,9.23,21.76,16.9,20.56,26.32,26.27,15.42,23.78
ROIC,1.31,3.68,3.32,1.57,1.04,3.24,4.35,2.82,1.55,1.55,1.99,4.04,-192.91
Price,20.95,22.43,29.55,63.69,26.73,45.86,110.01,88.02,108.35,140.97,144.17,88.01,141.29
Outcome short,,0.07,0.32,1.16,-0.58,0.72,1.4,-0.2,0.23,0.3,0.02,-0.39,0.61
Outcome long,,,0.41,1.84,-0.1,-0.28,3.12,0.92,-0.02,0.6,0.33,-0.38,-0.02
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,149%,164%,230%,743%,750%,
Overvaluation (Earnings),147%,142%,158%,,74%,106%,117%,126%,124%,124%,144%,134%,137%
FCF/PRICE,167.94,147.07,129.1,142.29,184.27,124.78,108.66,105.89,73.71,72.66,57.96,63.8,50.96
P/E,16.33,-32.98,-40.73,-17.04,8.43,17.21,14.53,14.06,17.17,16.13,19.97,19.09,19.43
Market cap,2.04,3.2,3.68,3.91,2.29,3.57,4.64,5.61,6.44,7.12,9.56,10,11.36
ROIC,-0.46,-0.52,-0.14,0.74,11.24,-0.84,-0.37,0.49,0.18,0.22,-0.12,-0.1,-0.45
Price,10.45,14.51,16.7,17.38,10.11,15.66,18.6,22.08,24.38,26.77,34.75,36.08,40.6
Outcome short,,0.39,0.15,0.04,-0.42,0.55,0.19,0.19,0.1,0.1,0.3,0.04,0.13
Outcome long,,,0.6,0.2,-0.39,-0.1,0.84,0.41,0.31,0.21,0.43,0.35,0.17
,,,,,,,,,,,,,
Overvaluation (FCF),202%,179%,121%,111%,67%,69%,81%,119%,122%,140%,140%,140%,120%
Overvaluation (Earnings),242%,166%,142%,127%,80%,82%,93%,134%,184%,213%,258%,213%,151%
FCF/PRICE,14.26,16.32,31.57,35.48,65.01,67.6,60.4,42.3,58.39,52.89,55.84,55.14,158.94
P/E,27.8,21.21,-24.34,16.73,10.49,11.21,13.48,18.68,"1,025.00",20.05,23.08,22.85,22.26
Market cap,1.17,1.13,1.07,1.2,0.85,0.97,1.26,2.01,2.15,3.26,6.15,7.92,9.7
ROIC,-44.75,1.67,12.28,4.79,2.95,2.11,0.95,3.91,-2.75,3.85,2.77,2.06,0.3
Price,14.18,13.15,12.29,13.72,9.86,10.59,12.67,19.8,20.5,29.48,51.93,65.81,56.77
Outcome short,,-0.07,-0.07,0.12,-0.28,0.07,0.2,0.56,0.04,0.44,0.76,0.27,-0.14
Outcome long,,,-0.13,0.04,-0.2,-0.23,0.28,0.87,0.62,0.49,1.53,1.23,0.09
,,,,,,,,,,,,,
Overvaluation (FCF),85%,96%,,,,81%,88%,102%,103%,153%,236%,249%,356%
Overvaluation (Earnings),62%,81%,129%,128%,91%,99%,114%,102%,93%,114%,138%,106%,146%
FCF/PRICE,459.03,234.55,254.58,221.31,225.67,209.37,166.67,129.07,185.71,130.24,148.31,133.88,100.13
P/E,-4.56,17.13,12.47,14.64,9.71,14.37,14.69,6.34,19.85,32.19,16.5,-11.4,-57.02
Market cap,3.48,3.99,5.21,5.53,4.34,5.67,6.68,8.56,8.24,9.94,10.07,7.89,10.31
ROIC,0.08,0.1,-1.48,12.97,-0.16,0.1,1.47,0.4,0.94,-2.48,2.58,-5.6,-0.87
Price,11.3,12.85,16.58,17.13,12.62,14.51,15.72,20.09,19.25,23.18,23.43,18.36,23.95
Outcome short,,0.14,0.29,0.03,-0.26,0.15,0.08,0.28,-0.04,0.2,0.01,-0.22,0.3
Outcome long,,,0.47,0.33,-0.24,-0.15,0.25,0.38,0.22,0.15,0.22,-0.21,0.02
,,,,,,,,,,,,,
Overvaluation (FCF),90%,84%,74%,35%,28%,40%,61%,60%,80%,108%,106%,96%,117%
Overvaluation (Earnings),129%,112%,90%,63%,43%,97%,93%,93%,100%,127%,123%,107%,121%
FCF/PRICE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E,13.56,12.84,10.08,11.9,-151.86,51.81,7.08,6.22,9.48,11.12,10.88,10.21,12.05
Market cap,20.79,25.99,31.49,17.62,12.49,17.45,19.45,19.45,33.73,43.87,45.68,38.06,35.69
ROIC,0.51,0.23,0.11,0.3,1.14,0.92,0.4,0.46,0.21,0.28,-5.67,0.74,0.78
Price,84.21,86.4,76.82,47.26,31.89,38.34,42.56,42.29,57.93,76.61,82.55,72.18,84.57
Outcome short,,0.03,-0.11,-0.38,-0.33,0.2,0.11,-0.01,0.37,0.32,0.08,-0.13,0.17
Outcome long,,,-0.09,-0.45,-0.58,-0.19,0.33,0.1,0.36,0.81,0.42,-0.06,0.02
,,,,,,,,,,,,,
Overvaluation (FCF),173%,242%,896%,,,17453%,15147%,25989%,,,,,
Overvaluation (Earnings),198%,179%,135%,142%,80%,152%,147%,376%,522%,638%,520%,283%,409%
FCF/PRICE,53.36,38.76,33.12,25,58.29,28.32,32.12,18.09,17.86,10.52,16.85,13.32,8.61
P/E,16.47,15.08,9.31,23.57,12.5,30.7,38.61,65.45,80.23,58.73,118.44,-63.18,-41.56
Market cap,1.47,2.19,2.92,3.92,2.69,4.52,3.94,7.92,10.45,16.14,12.23,7.32,10.63
ROIC,3.56,0.24,-0.35,-0.45,-0.25,-0.2,-1.58,-1.22,-2.09,-1.41,-1.16,-1.81,7.9
Price,3.69,5.64,7.58,10.09,6.5,10.9,9.46,18.98,24.87,38.76,29.61,17.69,22.86
Outcome short,,0.53,0.34,0.33,-0.36,0.68,-0.13,1.01,0.31,0.56,-0.24,-0.4,0.29
Outcome long,,,1.05,0.79,-0.14,0.08,0.46,0.74,1.63,1.04,0.19,-0.54,-0.23
,,,,,,,,,,,,,
Overvaluation (FCF),319%,211%,241%,125%,103%,119%,168%,128%,111%,67%,73%,109%,131%
Overvaluation (Earnings),,168%,183%,104%,90%,109%,157%,122%,107%,65%,73%,104%,113%
FCF/PRICE,7.91,11.43,8.61,15.61,17.1,14.47,9.28,12.28,12.66,23.78,24.12,20.29,18.18
P/E,39.03,23.54,26.93,13.31,14.07,15.69,21.89,16.57,15.81,12.25,23.87,24.69,22.3
Market cap,12.7,11.06,17.68,9.72,8.55,11.15,18.75,16.67,16.09,9.38,9.57,11.33,10.05
ROIC,1.68,3.67,11.04,5.28,4.36,15.45,66.15,12.46,9.26,5.81,4.22,2.41,28.94
Price,33.57,29.9,47.39,28.88,26.88,36.55,63.93,58.48,57.09,34.19,34.61,40.74,38.35
Outcome short,,-0.11,0.58,-0.39,-0.07,0.36,0.75,-0.09,-0.02,-0.4,0.01,0.18,-0.06
Outcome long,,,0.41,-0.03,-0.43,0.27,1.38,0.6,-0.11,-0.42,-0.39,0.19,0.11
,,,,,,,,,,,,,
Overvaluation (FCF),159%,142%,171%,106%,104%,110%,96%,94%,113%,127%,123%,122%,124%
Overvaluation (Earnings),154%,138%,146%,82%,80%,88%,80%,80%,98%,113%,113%,113%,120%
FCF/PRICE,24.36,24.14,19.98,36.18,26.75,24.93,28.34,26.85,29.19,28,25.17,27.82,25.24
P/E,21.96,20.09,21.17,11.56,13.62,16.55,13,12.93,14.82,17.76,15.95,15.31,16.84
Market cap,8.34,9.16,12.11,7.63,7.98,9.13,8.09,7.63,9.17,10.52,10.79,10.96,12.11
ROIC,6.06,12.53,5.71,3.26,1.41,1.6,5.03,4.11,-4.13,1.36,0.76,3.2,54.66
Price,48.32,54.84,73.04,48.09,50.8,58.25,52.76,53.64,67.86,78.5,81.84,84.34,92.96
Outcome short,,0.13,0.33,-0.34,0.06,0.15,-0.09,0.02,0.27,0.16,0.04,0.03,0.1
Outcome long,,,0.51,-0.12,-0.3,0.21,0.04,-0.08,0.29,0.46,0.21,0.07,0.14
,,,,,,,,,,,,,
Overvaluation (FCF),320%,256%,250%,213%,282%,145%,160%,146%,156%,202%,250%,252%,278%
Overvaluation (Earnings),243%,216%,179%,136%,60%,94%,149%,159%,170%,173%,190%,174%,195%
FCF/PRICE,1.66,3.74,4.8,6.82,15.5,6.26,4.04,3.86,2.74,2.49,2.7,3.74,1.88
P/E,27.16,33.75,40.02,-168,11.52,12.67,20.3,19.09,19.01,21.68,29.75,36.8,33.41
Market cap,2.3,3.06,2.57,1.88,0.74,1.27,2.26,3.32,4.65,6.2,7.89,7.35,8.32
ROIC,0.62,0.13,0.1,0.06,-0.27,0.77,-35.34,-27.21,1.87,1.77,0.51,0.53,2.79
Price,70.35,68.84,57.63,42,16.48,28.01,49.34,69.3,95.98,129.21,163.9,152.36,170.7
Outcome short,,-0.02,-0.16,-0.27,-0.61,0.7,0.76,0.4,0.38,0.35,0.27,-0.07,0.12
Outcome long,,,-0.18,-0.39,-0.71,-0.33,1.99,1.47,0.95,0.86,0.71,0.18,0.04
,,,,,,,,,,,,,
Overvaluation (FCF),126%,133%,136%,111%,67%,74%,110%,105%,107%,172%,678%,457%,
Overvaluation (Earnings),92%,96%,91%,111%,62%,86%,114%,114%,109%,127%,118%,77%,81%
FCF/PRICE,470.88,481.6,481.88,399.38,551.53,608.66,528.2,505.27,300.79,214.14,167.06,198.24,164.74
P/E,5.71,4.64,5.68,9.32,-3.54,13.24,6.81,6.19,8.63,9.57,12.53,-13.04,-8.08
Market cap,45.99,61.11,92.72,105.11,58.87,59.37,76.19,71.42,70.75,86.61,85.04,57.71,56.69
ROIC,0.51,0.75,0.23,0.37,-1.29,-0.83,-4.23,-1.9,-0.73,-0.39,-0.04,0.23,0.25
Price,33.1,44.35,54.85,67.31,39.49,38.93,51.91,55.55,57.99,70.65,69.06,46.69,45.75
Outcome short,,0.34,0.24,0.23,-0.41,-0.01,0.33,0.07,0.04,0.22,-0.02,-0.32,-0.02
Outcome long,,,0.66,0.52,-0.28,-0.42,0.31,0.43,0.12,0.27,0.19,-0.34,-0.34
,,,,,,,,,,,,,
Overvaluation (FCF),121%,139%,215%,245%,183%,155%,156%,167%,204%,194%,216%,291%,350%
Overvaluation (Earnings),111%,108%,133%,129%,95%,100%,129%,142%,140%,136%,139%,148%,131%
FCF/PRICE,155.77,167.11,138.98,132.33,182.05,178.11,153.43,125.27,118.5,119.03,118.09,96.09,102.55
P/E,19.91,20.34,26.05,23.2,20.64,19.35,23.8,25.16,24.16,26.04,26.08,30.41,28.44
Market cap,20.51,21.63,26.99,29,22.23,24.49,34.11,42.4,48.85,52.99,61.33,70.92,66.39
ROIC,-15.07,2.65,1.7,1.11,1.62,6.69,35.24,5.09,2.68,3.87,-6.21,2.9,1.14
Price,43.4,46.79,61.75,67.06,50.98,56.5,78.54,97.87,111.87,121.08,140.05,162.09,151.88
Outcome short,,0.08,0.32,0.09,-0.24,0.11,0.39,0.25,0.14,0.08,0.16,0.16,-0.06
Outcome long,,,0.42,0.43,-0.17,-0.16,0.54,0.73,0.42,0.24,0.25,0.34,0.08
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,,,96%,184%,138%,121%
Overvaluation (Earnings),,,,,,,,,,,,,
FCF/PRICE,,,,,,,,,85.17,93.25,47.74,71.38,94.71
P/E,,,,,,, -   , -   ,40.9,-65.88,49.95,59.07,47.33
Market cap,,,,,,0,0,0,6.58,6.06,11.53,8.76,14.84
ROIC,,,,,,,,0.3,-2.48,9.64,13.39,0.88,1.09
Price,-,-,-,-,-,0,0,0,17.18,17.13,31.97,25.99,19.88
Outcome short,,,,,,,,,,0,0.87,-0.19,-0.24
Outcome long,,,,,,,,,,,0.86,0.52,-0.38
,,,,,,,,,,,,,
Overvaluation (FCF),123%,133%,146%,159%,127%,120%,97%,88%,115%,111%,129%,140%,113%
Overvaluation (Earnings),117%,128%,116%,98%,81%,90%,87%,86%,142%,120%,142%,185%,184%
